game_play,gameId,playId,quarter,GameClock,down,yardsToGo,possessionTeam,yardlineSide,yardlineNumber,offenseFormation,personnel.offense,defendersInTheBox,numberOfPassRushers,personnel.defense,HomeScoreBeforePlay,VisitorScoreBeforePlay,HomeScoreAfterPlay,VisitorScoreAfterPlay,isPenalty,isSTPlay,SpecialTeamsPlayType,KickReturnYardage,PassLength,PassResult,YardsAfterCatch,PlayResult,playDescription,game_id,play_id,posteam,defteam,home_team,away_team,ep,wp,epa,wpa,yardline_100,yards_gained,air_yards,yards_after_catch,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,frame.id,x,y,snap_frame,snap_x,snap_y,end_frame,end_x,end_y,target_x
2017100809_413,2017100809,413,1,08:40:00,3,3,OAK,BAL,45,EMPTY,"0 RB, 1 TE, 4 WR",4,4,"1 DL, 4 LB, 6 DB",0,14,0,14,FALSE,FALSE,NA,NA,5,C,0,5,(8:40) (Shotgun) E.Manuel pass short right to J.Cook to BLT 40 for 5 yards (C.Mosley).,2017100809,413,OAK,BAL,OAK,BAL,2.5206076289332233,0.17741948885588987,1.0909359664369789,0.024812096428869224,45,5,5,0,00-0030526,E.Manuel,00-0027061,J.Cook,41,49.74,36.91,15,55.74,23.63,58,50.27,39.9,0
2017100809_479,2017100809,479,1,06:42:00,1,10,OAK,BAL,29,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"2 DL, 4 LB, 5 DB",0,14,0,14,FALSE,FALSE,NA,NA,5,C,12,17,(6:42) (Shotgun) E.Manuel pass short left to M.Crabtree to BLT 12 for 17 yards (T.Jefferson).,2017100809,479,OAK,BAL,OAK,BAL,4.125191513549702,0.2160488128924243,0.5202894621283347,0.01376598121461925,29,17,5,12,00-0030526,E.Manuel,00-0026986,M.Crabtree,47,32.6,5.62,15,38.5,25.5,93,22.38,8.13,0
2017100809_693,2017100809,693,1,03:28:00,2,11,BAL,OAK,46,EMPTY,"1 RB, 2 TE, 2 WR",5,3,"4 DL, 3 LB, 4 DB",3,14,3,14,FALSE,FALSE,NA,NA,14,C,0,14,(3:28) (Shotgun) J.Flacco pass short middle to J.Maclin to OAK 32 for 14 yards (M.Lee).,2017100809,693,BAL,OAK,OAK,BAL,2.7020882280372787,0.865613197592278,1.3144067128568988,0.018306956871435687,46,14,14,0,00-0026158,J.Flacco,00-0026995,J.Maclin,44,76.4,23.13,15,63.56,29.86,62,78.9,22.74,120
2017100809_717,2017100809,717,1,02:48:00,1,10,BAL,OAK,32,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,5,"4 DL, 3 LB, 4 DB",3,14,3,14,FALSE,FALSE,NA,NA,-2,C,3,1,(2:48) J.Flacco pass short middle to J.Allen to OAK 31 for 1 yard (M.Lee).,2017100809,717,BAL,OAK,OAK,BAL,4.0164949408941775,0.8839201544637136,-0.3881208716007003,-0.0067880134310018825,32,1,-2,3,00-0026158,J.Flacco,00-0031577,J.Allen,40,75.79,27.59,15,77.5,23.71,69,79.17,32.58,120
2017100809_762,2017100809,762,1,01:28:00,3,5,BAL,OAK,27,EMPTY,"1 RB, 0 TE, 4 WR",6,4,"3 DL, 3 LB, 5 DB",3,14,3,14,FALSE,FALSE,NA,NA,6,C,0,6,(1:28) (Shotgun) J.Flacco pass short right to J.Maclin to OAK 21 for 6 yards (T.Carrie) [D.Autry].,2017100809,762,BAL,OAK,OAK,BAL,3.2771036797493074,0.8704505933050848,1.1345976692713973,0.015903524817986847,27,6,6,0,00-0026158,J.Flacco,00-0026995,J.Maclin,91,88.35,2.39,15,82.74,23.86,123,88.14,2.01,120
2017100809_866,2017100809,866,2,14:16:00,1,10,BAL,OAK,11,I_FORM,"1 RB, 2 TE, 2 WR",8,5,"4 DL, 3 LB, 4 DB",3,14,3,14,FALSE,FALSE,NA,NA,0,C,9,9,"(14:16) J.Flacco pass short right to N.Boyle to OAK 2 for 9 yards (C.James, T.Carrie).",2017100809,866,BAL,OAK,OAK,BAL,4.666806918459702,0.8888577994060582,0.2675507593211872,0.0038433287303486496,11,9,0,9,00-0026158,J.Flacco,00-0031598,N.Boyle,42,22.39,36.49,15,21.06,23.82,80,11.45,53.44,0
2017100809_1051,2017100809,1051,2,11:15:00,3,4,OAK,OAK,31,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"1 DL, 4 LB, 6 DB",3,21,3,21,FALSE,FALSE,NA,NA,11,C,6,17,(11:15) (Shotgun) E.Manuel pass short left to J.Cook to OAK 48 for 17 yards (L.Webb).,2017100809,1051,OAK,BAL,OAK,BAL,0.49183441316906085,0.07491747988211307,2.3266534138341513,0.026406652912259465,69,17,11,6,00-0030526,E.Manuel,00-0027061,J.Cook,47,51.46,44.31,15,38.88,26.71,77,62.94,55.91,120
2017100809_1117,2017100809,1117,2,09:20:00,1,10,OAK,BAL,41,SINGLEBACK,"1 RB, 2 TE, 2 WR",6,3,"3 DL, 4 LB, 4 DB",3,21,9,21,FALSE,FALSE,NA,NA,41,C,0,41,"(9:20) E.Manuel pass deep right to M.Crabtree for 41 yards, TOUCHDOWN.",2017100809,1117,OAK,BAL,OAK,BAL,3.4251614908274886,0.11107267378233562,3.5748385091725114,0.05715331550752803,41,41,41,0,00-0030526,E.Manuel,00-0026986,M.Crabtree,91,113.49,6.04,15,68.7,27.62,107,124.36,6.07,120
2017100809_1168,2017100809,1168,2,09:11:00,1,10,BAL,BAL,25,SINGLEBACK,"1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB",10,21,10,21,FALSE,FALSE,NA,NA,7,C,1,8,(9:11) J.Flacco pass short right to J.Maclin to BLT 33 for 8 yards (D.McDonald).,2017100809,1168,BAL,OAK,OAK,BAL,0.9827970196360194,0.8370823913846227,0.7013044067416245,0.014847665604223459,75,8,7,1,00-0026158,J.Flacco,00-0026995,J.Maclin,49,77.64,52.24,15,85.29,26.46,64,78.68,57.39,0
2017100809_1234,2017100809,1234,2,07:32:00,2,9,BAL,BAL,38,SINGLEBACK,"1 RB, 2 TE, 2 WR",6,5,"4 DL, 3 LB, 4 DB",10,21,10,21,FALSE,FALSE,NA,NA,52,C,2,54,(7:32) J.Flacco pass deep left to M.Wallace to OAK 8 for 54 yards (S.Smith).,2017100809,1234,BAL,OAK,OAK,BAL,1.390365554312122,0.8500585430416723,3.790295109476101,0.05758207287696271,62,54,52,2,00-0026158,J.Flacco,00-0026901,M.Wallace,81,23.89,16.04,15,72.05,29.17,96,15.67,17.11,0
2017100809_1279,2017100809,1279,2,06:15:00,2,7,BAL,OAK,7,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,5,"4 DL, 3 LB, 4 DB",10,21,10,21,FALSE,FALSE,NA,NA,-2,C,0,-2,(6:15) J.Flacco pass short right to B.Watson to OAK 9 for -2 yards (K.Joseph; K.Mack).,2017100809,1279,BAL,OAK,OAK,BAL,4.860983265810134,0.9041669747137119,-0.9591551835557128,-0.012147396114202236,7,-2,-2,0,00-0026158,J.Flacco,00-0022943,B.Watson,42,19.53,33.92,15,16.93,25.8,79,19.73,37.72,0
2017100809_1424,2017100809,1424,2,04:46:00,1,20,OAK,OAK,15,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 4 LB, 4 DB",10,24,10,24,FALSE,FALSE,NA,NA,0,C,10,10,"(4:46) (Shotgun) E.Manuel pass short middle to M.Lynch to OAK 25 for 10 yards (P.Onwuasor, C.Mosley).",2017100809,1424,OAK,BAL,OAK,BAL,-0.057796788015941125,0.12029158425524003,0.353514967078542,0.004036522073450288,85,10,0,10,00-0030526,E.Manuel,00-0025399,M.Lynch,41,23.71,20.77,15,24.39,23.83,92,35.21,1.31,120
2017100809_1545,2017100809,1545,2,02:00:00,2,7,BAL,BAL,40,SHOTGUN,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",10,24,10,24,FALSE,FALSE,NA,NA,0,C,4,4,(2:00) (Shotgun) J.Flacco pass short middle to J.Allen to BLT 44 for 4 yards (C.James; J.Cowser).,2017100809,1545,BAL,OAK,OAK,BAL,1.1172001085249914,0.8946680266261727,0.12781533008810353,-0.0010183215297905335,60,4,0,4,00-0026158,J.Flacco,00-0031577,J.Allen,59,70.38,19.7,15,70.36,23.47,94,67.28,29.36,0
2017100809_1569,2017100809,1569,2,01:16:00,3,3,BAL,BAL,44,SHOTGUN,"1 RB, 0 TE, 4 WR",6,4,"4 DL, 2 LB, 5 DB",10,24,10,24,FALSE,FALSE,NA,NA,6,C,4,10,(1:16) (Shotgun) J.Flacco pass short middle to J.Maclin to OAK 46 for 10 yards (T.Carrie).,2017100809,1569,BAL,OAK,OAK,BAL,1.245015438613095,0.8936497050963822,0.7330379718916724,0.01001964477283468,56,10,6,4,00-0026158,J.Flacco,00-0026995,J.Maclin,41,63.7,32.37,15,66.41,29.66,69,56.72,30.17,0
2017100809_1686,2017100809,1686,2,00:43:00,3,15,BAL,BAL,49,SHOTGUN,"1 RB, 1 TE, 3 WR",5,3,"2 DL, 2 LB, 7 DB",10,24,10,24,FALSE,FALSE,NA,NA,6,C,2,8,(:43) (Shotgun) J.Flacco pass short middle to M.Campanaro to OAK 43 for 8 yards (T.Carrie).,2017100809,1686,BAL,OAK,OAK,BAL,1.0697818627357183,0.8931909176683999,0,-0.01701185952085249,51,8,6,2,00-0026158,J.Flacco,00-0031025,M.Campanaro,45,55.96,23.9,15,61.58,29.52,66,52.13,27.48,0
2017100809_1946,2017100809,1946,3,13:17:00,2,13,BAL,BAL,37,SHOTGUN,"1 RB, 2 TE, 2 WR",7,3,"4 DL, 3 LB, 4 DB",10,24,10,24,FALSE,FALSE,NA,NA,-3,C,0,-3,(13:17) (Shotgun) J.Flacco pass short left to J.Maclin to BLT 34 for -3 yards (S.Smith; T.Adams).,2017100809,1946,BAL,OAK,OAK,BAL,1.1093874667516825,0.891072024371117,-1.438733846979638,-0.021620457331435916,63,-3,-3,0,00-0026158,J.Flacco,00-0026995,J.Maclin,35,44.26,36.6,15,46.69,23.96,81,41.8,47.02,120
2017100809_2143,2017100809,2143,3,09:13:00,3,10,BAL,BAL,24,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",10,24,10,24,FALSE,FALSE,NA,NA,2,C,0,2,"(9:13) (Shotgun) J.Flacco pass short middle to B.Perriman to BLT 26 for 2 yards (N.Morrow, K.Joseph).",2017100809,2143,BAL,OAK,OAK,BAL,-0.947264228001863,0.8603389881996207,-1.1973357386853205,-0.023102687371669206,76,2,2,0,00-0026158,J.Flacco,00-0032054,B.Perriman,44,36.06,25.22,15,33.83,24.07,81,31.99,14.3,0
2017100809_2235,2017100809,2235,3,07:45:00,3,5,OAK,OAK,40,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"1 DL, 4 LB, 6 DB",10,24,10,24,FALSE,FALSE,NA,NA,20,C,2,22,"(7:45) (Shotgun) E.Manuel pass deep left to S.Roberts to BLT 34 for 26 yards (T.Jefferson). Baltimore challenged the runner was in bounds ruling, and the play was REVERSED. (Shotgun) E.Manuel pass deep left to S.Roberts to BLT 38 for 22 yards (T.Jefferson).",2017100809,2235,OAK,BAL,OAK,BAL,1.0338949500954666,0.12803844899639422,2.6851851046442476,0.052506169728730595,60,22,20,2,00-0030526,E.Manuel,00-0031166,S.Roberts,85,53.71,8.47,15,70.44,26.49,116,41.43,0.38,0
2017100809_2309,2017100809,2309,3,06:56:00,2,5,OAK,BAL,33,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB",10,24,10,24,FALSE,FALSE,NA,NA,6,C,3,9,(6:56) (Shotgun) E.Manuel pass short left to M.Crabtree to BLT 24 for 9 yards (M.Humphrey).,2017100809,2309,OAK,BAL,OAK,BAL,3.7178146119780884,0.17925111850984357,0.5899167533319654,0.013699700277332028,33,9,6,3,00-0030526,E.Manuel,00-0026986,M.Crabtree,42,37.07,6.41,15,45.33,24.03,71,34.3,5.32,0
2017100809_2376,2017100809,2376,3,05:50:00,3,7,OAK,BAL,21,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"1 DL, 4 LB, 6 DB",10,24,10,24,FALSE,FALSE,NA,NA,6,C,1,7,(5:50) (Shotgun) E.Manuel pass short left to M.Crabtree to BLT 14 for 7 yards (M.Humphrey).,2017100809,2376,OAK,BAL,OAK,BAL,3.350749865040055,0.1682590854272061,1.250462019576311,0.028898656671867334,21,7,6,1,00-0030526,E.Manuel,00-0026986,M.Crabtree,46,26.11,5.39,15,31.46,29.32,73,24.38,4.43,0
2017100809_2534,2017100809,2534,3,03:46:00,1,10,BAL,BAL,25,SHOTGUN,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",17,24,17,24,FALSE,FALSE,NA,NA,0,C,8,8,(3:46) (Shotgun) J.Flacco pass short middle to J.Allen to BLT 33 for 8 yards (D.Autry).,2017100809,2534,BAL,OAK,OAK,BAL,0.9975341229301256,0.739659280049687,0.8357124497056103,0.02852430893228186,75,8,0,8,00-0026158,J.Flacco,00-0031577,J.Allen,48,34.73,26.4,15,34.64,27.07,81,44,32.36,120
2017100809_2558,2017100809,2558,3,03:08:00,2,2,BAL,BAL,33,I_FORM,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",17,24,17,24,FALSE,FALSE,NA,NA,-3,C,2,-1,(3:08) J.Flacco pass short right to J.Allen to BLT 32 for -1 yards (J.Cowser).,2017100809,2558,BAL,OAK,OAK,BAL,1.8332465726357359,0.7681835889819688,-1.1259475873771232,-0.03722039803985444,67,-1,-3,2,00-0026158,J.Flacco,00-0031577,J.Allen,57,40.56,13.7,15,42.54,29.85,99,41.44,-0.3,120
2017100809_2582,2017100809,2582,3,02:21:00,3,3,BAL,BAL,32,SHOTGUN,"1 RB, 2 TE, 2 WR",7,4,"3 DL, 3 LB, 5 DB",17,24,17,24,FALSE,FALSE,NA,NA,13,C,0,13,(2:21) (Shotgun) J.Flacco pass short middle to B.Perriman to BLT 45 for 13 yards (D.McDonald) [M.Edwards].,2017100809,2582,BAL,OAK,OAK,BAL,0.7072989852586127,0.7309631909421144,1.9962436722105,0.06593653457429016,68,13,13,0,00-0026158,J.Flacco,00-0032054,B.Perriman,54,53.96,24.95,15,41.48,24.14,75,55.09,29.35,120
2017100809_2649,2017100809,2649,3,00:58:00,3,8,BAL,BAL,47,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB",17,24,17,24,FALSE,FALSE,NA,NA,23,C,4,27,(:58) (Shotgun) J.Flacco pass deep right to M.Wallace to OAK 26 for 27 yards (T.Carrie).,2017100809,2649,BAL,OAK,OAK,BAL,1.4448836690598248,0.758987140505116,2.8003471255995485,0.08046003320425088,53,27,23,4,00-0026158,J.Flacco,00-0026901,M.Wallace,63,77.53,15.08,15,56.59,26.96,101,87.66,-1.63,120
2017100809_2852,2017100809,2852,4,12:35:00,2,16,OAK,OAK,19,EMPTY,"1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB",17,27,17,27,FALSE,FALSE,NA,NA,6,C,2,8,(12:35) (Shotgun) E.Manuel pass short right to A.Cooper to OAK 27 for 8 yards (L.Webb).,2017100809,2852,OAK,BAL,OAK,BAL,-0.43389949647441406,0.14914575415586226,0.16055407349360196,0.0014258366474998452,81,8,6,2,00-0030526,E.Manuel,00-0031544,A.Cooper,43,35.18,15.21,15,28.68,24.36,70,37.5,16.03,120
2017100809_2876,2017100809,2876,4,11:57:00,3,8,OAK,OAK,27,SHOTGUN,"1 RB, 1 TE, 3 WR",6,6,"1 DL, 4 LB, 6 DB",17,27,17,27,FALSE,FALSE,NA,NA,12,C,0,12,(11:57) (Shotgun) E.Manuel pass short left to S.Roberts to OAK 39 for 12 yards (L.Webb).,2017100809,2876,OAK,BAL,OAK,BAL,-0.2733454229808121,0.1505715908033621,2.4629544566608508,0.06691373579157386,73,12,12,0,00-0030526,E.Manuel,00-0031166,S.Roberts,45,49.54,36.65,15,36.55,24.09,64,48.37,36.51,120
2017100809_2963,2017100809,2963,4,09:39:00,2,8,OAK,BAL,49,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"1 DL, 4 LB, 6 DB",17,27,17,27,FALSE,FALSE,NA,NA,4,C,1,5,(9:39) (Shotgun) E.Manuel pass short right to M.Crabtree to BLT 44 for 5 yards (B.Carr).,2017100809,2963,OAK,BAL,OAK,BAL,2.511138975636803,0.22079118338831508,-0.011902401631426418,-0.0032656586450934832,49,5,4,1,00-0030526,E.Manuel,00-0026986,M.Crabtree,42,65.47,9.87,15,59.91,29.55,57,65.33,11.04,120
2017100809_3047,2017100809,3047,4,08:17:00,2,8,BAL,BAL,22,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",17,27,17,27,FALSE,FALSE,NA,NA,0,C,4,4,"(8:17) J.Flacco pass short right to B.Watson to BLT 26 for 4 yards (J.Cowser). FUMBLES (J.Cowser), ball out of bounds at BLT 26.",2017100809,3047,BAL,OAK,OAK,BAL,0.2005198531254424,0.8499433263553778,-0.09727808487695078,0.0028160286388441147,78,4,0,4,00-0026158,J.Flacco,00-0022943,B.Watson,46,89.71,40.59,15,88.31,27.22,90,72.11,56.77,0
2017100809_3075,2017100809,3075,4,07:43:00,3,4,BAL,BAL,26,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",17,27,17,27,FALSE,FALSE,NA,NA,8,C,0,8,(7:43) (Shotgun) J.Flacco pass short left to J.Maclin pushed ob at BLT 34 for 8 yards (S.Smith).,2017100809,3075,BAL,OAK,OAK,BAL,0.10324176824849163,0.852759354994222,1.486065057378312,0.03922867003124375,74,8,8,0,00-0026158,J.Flacco,00-0026995,J.Maclin,45,77.75,5.11,15,84.52,29.74,65,72.76,-5.41,0
2017100112_170,2017100112,170,1,12:25:00,2,8,OAK,OAK,40,SHOTGUN,"1 RB, 1 TE, 3 WR",7,5,"2 DL, 4 LB, 5 DB",0,0,0,0,FALSE,FALSE,NA,NA,4,C,1,5,(12:25) (Shotgun) D.Carr pass short right to C.Patterson to OAK 45 for 5 yards (C.Harris; B.Marshall).,2017100112,170,OAK,DEN,DEN,OAK,1.6374122105890843,0.5328790956463528,0.08820107007096345,0.004338499102491622,60,5,4,1,00-0031280,D.Carr,00-0030578,C.Patterson,37,66.05,33.31,15,70.98,23.85,58,65.47,34.68,0
2017100112_263,2017100112,263,1,10:53:00,2,11,DEN,DEN,11,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",0,0,0,0,FALSE,FALSE,NA,NA,14,C,3,17,(10:53) (Shotgun) T.Siemian pass short left to B.Fowler pushed ob at DEN 28 for 17 yards (R.Nelson).,2017100112,263,DEN,OAK,DEN,OAK,-1.30354903647302,0.44915211460943877,2.4862469580509523,0.0740767100742436,89,17,14,3,00-0032156,T.Siemian,00-0030670,B.Fowler,50,32.23,48.49,15,20.1,27.65,73,41.05,56.81,120
2017100112_332,2017100112,332,1,09:35:00,3,7,DEN,DEN,31,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",0,0,0,0,FALSE,FALSE,NA,NA,18,C,0,18,(9:35) (Shotgun) T.Siemian pass deep right to B.Fowler to DEN 49 for 18 yards (D.Amerson) [K.Mack].,2017100112,332,DEN,OAK,DEN,OAK,-0.060989798362730774,0.4878899504394296,2.9978095726830913,0.09249191675542368,69,18,18,0,00-0032156,T.Siemian,00-0030670,B.Fowler,81,58.98,5.3,15,40.41,28.49,96,58.88,6.11,120
2017100112_356,2017100112,356,1,08:46:00,1,10,DEN,DEN,49,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",0,0,0,0,FALSE,FALSE,NA,NA,15,C,14,29,(8:46) T.Siemian pass short right to A.Derby to OAK 22 for 29 yards (D.Amerson).,2017100112,356,DEN,OAK,DEN,OAK,2.9368197743203606,0.5803818671948533,1.42723240253554,0.04889948901749319,51,29,15,14,00-0032156,T.Siemian,00-0031609,A.Derby,54,73.25,4.68,15,58.22,23.76,86,88.76,0.06,120
2017100112_380,2017100112,380,1,08:19:00,1,10,DEN,OAK,22,I_FORM,"1 RB, 2 TE, 2 WR",8,7,"4 DL, 3 LB, 4 DB",0,0,6,0,FALSE,FALSE,NA,NA,13,C,9,22,"(8:19) T.Siemian pass short right to A.Derby for 22 yards, TOUCHDOWN.",2017100112,380,DEN,OAK,DEN,OAK,4.364052176855901,0.6292813562123465,2.6359478231440994,0.0888940630386571,22,22,13,9,00-0032156,T.Siemian,00-0031609,A.Derby,57,100.35,3.72,15,87.41,23.72,82,115.68,-2.83,120
2017100112_507,2017100112,507,1,06:44:00,2,21,OAK,OAK,14,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",7,0,7,0,FALSE,FALSE,NA,NA,5,C,0,5,(6:44) (Shotgun) D.Carr pass short left to C.Patterson to OAK 19 for 5 yards (B.Marshall; C.Harris).,2017100112,507,OAK,DEN,DEN,OAK,-1.2454595170967744,0.23285322296341615,-0.3635171883351387,-0.009962626723047707,86,5,5,0,00-0031280,D.Carr,00-0030578,C.Patterson,35,92.65,16.84,15,96.18,27.92,58,93.62,12.35,0
2017100112_531,2017100112,531,1,05:56:00,3,16,OAK,OAK,19,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"2 DL, 3 LB, 6 DB",7,0,7,0,TRUE,FALSE,NA,NA,3,C,1,4,"(5:56) (Shotgun) D.Carr pass short middle to C.Patterson to OAK 23 for 4 yards (D.Stewart). Penalty on OAK-D.Penn, Face Mask (15 Yards), declined.",2017100112,531,OAK,DEN,DEN,OAK,-1.608976705431913,0.22289059624036844,-0.7995325376238611,-0.02052702151483124,81,4,3,1,00-0031280,D.Carr,00-0030578,C.Patterson,45,88.39,27.59,15,91.46,23.63,75,91.07,40.98,0
2017100112_613,2017100112,613,1,05:17:00,1,10,DEN,DEN,11,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,3,"4 DL, 3 LB, 4 DB",7,0,7,0,FALSE,FALSE,NA,NA,10,C,5,15,(5:17) T.Siemian pass short left to E.Sanders pushed ob at DEN 26 for 15 yards (S.Smith).,2017100112,613,DEN,OAK,DEN,OAK,-0.38625810012463013,0.7096663830180484,1.4655836565611506,0.04602615050329417,89,15,10,5,00-0032156,T.Siemian,00-0027685,E.Sanders,71,30.35,47.5,15,20.07,23.86,94,41.63,56.9,120
2017100112_658,2017100112,658,1,04:08:00,1,10,DEN,DEN,42,SHOTGUN,"2 RB, 1 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",7,0,7,0,FALSE,FALSE,NA,NA,13,C,0,13,(4:08) (Shotgun) T.Siemian pass short left to E.Sanders ran ob at OAK 45 for 13 yards.,2017100112,658,DEN,OAK,DEN,OAK,2.4696808482661257,0.7931142028473346,0.8889077252432864,0.020448896828621055,58,13,13,0,00-0032156,T.Siemian,00-0027685,E.Sanders,58,65.19,52.96,15,50.8,29.94,73,65.47,57.62,120
2017100112_757,2017100112,757,1,02:20:00,2,6,DEN,OAK,6,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",7,0,7,0,FALSE,FALSE,NA,NA,0,C,1,1,(2:20) (Shotgun) T.Siemian pass short right to C.Anderson pushed ob at OAK 5 for 1 yard (D.McDonald).,2017100112,757,DEN,OAK,DEN,OAK,5.141485720123884,0.8461720483006658,-0.6023972534010493,-0.01322327257178435,6,1,0,1,00-0032156,T.Siemian,00-0029854,C.Anderson,43,102.31,8.67,15,102.85,25.1,72,105.22,-2.77,120
2017100112_1145,2017100112,1145,2,11:25:00,2,10,OAK,OAK,32,EMPTY,"1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB",10,0,10,0,TRUE,FALSE,NA,NA,10,C,3,13,"(11:25) (Shotgun) D.Carr pass short middle to J.Cook to OAK 45 for 13 yards (B.Marshall). Penalty on DEN-B.Marshall, Illegal Contact, declined.",2017100112,1145,OAK,DEN,DEN,OAK,0.9593019033280783,0.1951584372189876,1.6575495258034654,0.04543129383548836,68,13,10,3,00-0031280,D.Carr,00-0027061,J.Cook,48,51.04,23.17,15,41.17,29.9,72,56.52,23.22,120
2017100112_1180,2017100112,1180,2,10:55:00,1,10,OAK,OAK,45,EMPTY,"1 RB, 1 TE, 3 WR",4,4,"2 DL, 4 LB, 5 DB",10,0,10,0,FALSE,FALSE,NA,NA,10,C,5,15,(10:55) (Shotgun) D.Carr pass short right to S.Roberts to DEN 40 for 15 yards (J.Simmons).,2017100112,1180,OAK,DEN,DEN,OAK,2.6168514291315437,0.24058973105447595,0.9180123652919394,0.02921136659452106,55,15,10,5,00-0031280,D.Carr,00-0031166,S.Roberts,48,64.39,18.6,15,54.1,23.76,70,69.57,12.72,120
2017100112_1247,2017100112,1247,2,09:46:00,3,6,OAK,DEN,36,EMPTY,"0 RB, 1 TE, 4 WR",5,4,"2 DL, 3 LB, 6 DB",10,0,10,0,FALSE,FALSE,NA,NA,5,C,0,5,(9:46) (Shotgun) D.Carr pass short middle to J.Cook to DEN 31 for 5 yards (W.Parks).,2017100112,1247,OAK,DEN,DEN,OAK,2.6811444988879973,0.2461963046239636,-0.7321560807652439,-0.018712082954836562,36,5,5,0,00-0031280,D.Carr,00-0027061,J.Cook,37,77.78,27.23,15,73.15,28.93,66,74.35,35.61,120
2017100112_1383,2017100112,1383,2,07:10:00,3,10,DEN,DEN,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",10,0,10,0,FALSE,FALSE,NA,NA,3,C,5,8,(7:10) (Shotgun) T.Siemian pass short left to C.Anderson to OAK 49 for 8 yards (N.Morrow).,2017100112,1383,DEN,OAK,DEN,OAK,0.9170591407342628,0.8337878910096904,-0.3870498556010096,-0.006910107290097112,57,8,3,5,00-0032156,T.Siemian,00-0029854,C.Anderson,60,64.57,7.37,15,67.4,24.82,91,58.36,2.2,0
2017100112_1449,2017100112,1449,2,05:59:00,1,10,OAK,OAK,1,EMPTY,"1 RB, 2 TE, 2 WR",5,4,"3 DL, 4 LB, 4 DB",10,0,10,0,FALSE,FALSE,NA,NA,4,C,7,11,"(5:59) (Shotgun) D.Carr pass short right to L.Smith to OAK 12 for 11 yards (A.Talib, D.Stewart).",2017100112,1449,OAK,DEN,DEN,OAK,-0.6651726537591717,0.1697201910822441,0.6543196685767286,0.013343924922072037,99,11,4,7,00-0031280,D.Carr,00-0028097,L.Smith,36,14.81,21.6,15,10.14,29.9,68,21,21.51,120
2017100112_1516,2017100112,1516,2,04:33:00,3,6,OAK,OAK,16,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB",10,0,10,0,FALSE,FALSE,NA,NA,-5,C,25,20,(4:33) (Shotgun) D.Carr pass short right to J.Richard to OAK 36 for 20 yards (D.Stewart).,2017100112,1516,OAK,DEN,DEN,OAK,-0.5949350230070682,0.1694415077420051,2.00285618763931,0.04558748805722529,84,20,-5,25,00-0031280,D.Carr,00-0033025,J.Richard,43,19.95,21.97,15,24.91,29.95,95,46.18,24.28,120
